YearStart,LocationAbbr,LocationDesc,Data_Value,QuestionID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2022,WA,Washington,38.3,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,WV,West Virginia,48.3,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,WI,Wisconsin,43.0,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,WY,Wyoming,41.2,Q036,Age (years),45 - 54,AGEYR,AGEYR4554
2022,AL,Alabama,41.6,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,AK,Alaska,33.1,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,AZ,Arizona,35.1,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,AR,Arkansas,40.8,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,CA,California,29.6,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,CO,Colorado,31.2,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,CT,Connecticut,34.8,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,DE,Delaware,42.0,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,DC,District of Columbia,36.3,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,FL,Florida,34.9,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,GA,Georgia,39.4,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,GU,Guam,28.2,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,HI,Hawaii,25.6,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,ID,Idaho,36.9,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,IL,Illinois,43.5,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,IN,Indiana,40.9,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,IA,Iowa,40.1,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,KS,Kansas,40.4,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,KY,Kentucky,41.5,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,LA,Louisiana,43.1,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,ME,Maine,39.2,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,MD,Maryland,37.3,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,MA,Massachusetts,33.2,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,MI,Michigan,39.2,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,MN,Minnesota,38.6,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,MS,Mississippi,45.5,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,MO,Missouri,40.5,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,MT,Montana,36.3,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,US,National,37.4,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,NE,Nebraska,38.2,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,NV,Nevada,34.5,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,NH,New Hampshire,36.2,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,NJ,New Jersey,33.6,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,NM,New Mexico,38.0,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,NY,New York,33.5,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,NC,North Carolina,41.1,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,ND,North Dakota,41.5,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,OH,Ohio,40.9,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,OK,Oklahoma,39.9,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,OR,Oregon,38.1,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,PA,Pennsylvania,38.6,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,PR,Puerto Rico,38.0,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,RI,Rhode Island,34.3,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,SC,South Carolina,39.4,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,SD,South Dakota,41.1,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,TN,Tennessee,41.8,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,TX,Texas,41.1,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,UT,Utah,36.6,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,VT,Vermont,30.0,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,VI,Virgin Islands,57.6,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,VA,Virginia,40.2,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,WA,Washington,34.1,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,WV,West Virginia,46.3,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,WI,Wisconsin,40.9,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,WY,Wyoming,36.5,Q036,Age (years),55 - 64,AGEYR,AGEYR5564
2022,AL,Alabama,36.3,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
2022,AK,Alaska,28.0,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
2022,AZ,Arizona,30.4,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
2022,AR,Arkansas,32.3,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
2022,CA,California,25.5,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
2022,CO,Colorado,24.0,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
2022,CT,Connecticut,28.6,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
2022,DE,Delaware,35.0,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
2022,DC,District of Columbia,23.2,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
2022,FL,Florida,29.2,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
2022,GA,Georgia,32.3,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
2022,GU,Guam,16.0,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
2022,HI,Hawaii,18.0,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
2022,ID,Idaho,30.9,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
2022,IL,Illinois,31.6,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
2022,IN,Indiana,32.4,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
2022,IA,Iowa,35.1,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
2022,KS,Kansas,31.5,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
2022,KY,Kentucky,33.7,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
